onet_soc,title,R1,R2,R3,employment,union
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",-0.894185,0.389312,1.20848,1072540,0.54687
25-2032.00,"Career/Technical Education Teachers, Secondary School",0.361302,1.18764,1.36062,104450,0.54687
25-2051.00,"Special Education Teachers, Preschool",-0.540605,-0.11053,1.51615,28200,0.513379
25-2056.00,"Special Education Teachers, Elementary School",-0.621023,0.462846,1.08651,55130,0.0505828
25-2057.00,"Special Education Teachers, Middle School",-0.813337,0.100177,1.29117,95330,0.513379
25-2058.00,"Special Education Teachers, Secondary School",-0.593643,0.650141,1.61315,162780,0.513379
25-2059.01,Adapted Physical Education Specialists,-0.0852679,-0.134206,1.83925,39350,0.513379
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",-1.45559,-0.445996,0.37474,36260,0.148165
25-3021.00,Self-Enrichment Teachers,-1.09055,-0.783894,0.188285,308520,0.148165
25-3031.00,"Substitute Teachers, Short-Term",-1.36991,-1.3233,0.476429,481300,0.148165
25-3041.00,Tutors,-1.63927,-0.509404,0.6126,174660,0.0402963
25-4011.00,Archivists,-0.872429,0.115361,0.00999396,7050,0.103606
25-4012.00,Curators,-0.703396,0.65992,0.155236,12280,0.103606
25-4013.00,Museum Technicians and Conservators,-0.0916758,-0.122153,-0.540406,13070,0.103606
25-4022.00,Librarians and Media Collections Specialists,-1.01848,-0.204962,0.621466,131830,0.259095
25-4031.00,Library Technicians,-0.941589,-1.33789,0.17255,73770,0.260396
25-9021.00,Farm and Home Management Educators,-0.268441,0.883089,0.821439,10260,0.168808
25-9031.00,Instructional Coordinators,-1.0268,1.00488,0.932959,210850,0.168808
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",-0.376614,-0.536107,1.48765,55130,0.0505828
25-9043.00,"Teaching Assistants, Special Education",-0.859653,-1.0201,1.15657,55130,0.0505828
25-9044.00,"Teaching Assistants, Postsecondary",-1.35802,-0.594938,-0.21505,155010,0.266684
27-1011.00,Art Directors,-1.18567,0.445624,-0.607799,50370,0.0418624
27-1012.00,Craft Artists,-0.739796,-1.14928,-1.67728,4370,0.0418624
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",-0.79643,-1.00579,-1.76209,10000,0.0418624
27-1014.00,Special Effects Artists and Animators,-0.969689,0.108149,-0.912395,21280,0.0418624
27-1021.00,Commercial and Industrial Designers,-0.410935,0.699708,-1.38452,30250,0
27-1022.00,Fashion Designers,-0.599282,0.423946,-0.517347,20910,0.0390918
27-1023.00,Floral Designers,-0.558821,-1.11773,0.0593233,40160,0.0743395
27-1024.00,Graphic Designers,-1.20691,0.0333618,-0.737508,214260,0.0312845
27-1025.00,Interior Designers,-0.635239,0.931268,-0.113057,69580,0.0221706
27-1026.00,Merchandise Displayers and Window Trimmers,-0.163116,-0.964677,0.392431,192480,0
27-1027.00,Set and Exhibit Designers,-0.352788,0.613329,-0.742609,10850,0.0616902
27-2011.00,Actors,-1.23385,-1.7007,0.793685,38800,0.207092
27-2012.00,Producers and Directors,-0.403296,0.964927,0.261002,145270,0.090853
27-2012.03,Media Programming Directors,-0.631132,1.09061,0.374261,145270,0.090853
27-2012.04,Talent Directors,-1.41808,-0.162245,0.280775,145270,0.090853
27-2012.05,Media Technical Directors/Managers,0.0999422,0.869901,-0.118411,145270,0.090853
27-2021.00,Athletes and Sports Competitors,0.71202,-0.167186,1.06982,14370,0.0501207
27-2022.00,Coaches and Scouts,-0.167148,0.681288,1.43791,250940,0.0633136
27-2023.00,"Umpires, Referees, and Other Sports Officials",-0.374688,-1.14785,0.446203,15080,0
27-2031.00,Dancers,-0.238934,-2.41377,1.11668,9060,0.287495
27-2032.00,Choreographers,-0.0386616,-0.496538,1.67016,3430,0.287495
27-2041.00,Music Directors and Composers,-0.783888,-0.118337,0.427588,12330,0.100458
27-2042.00,Musicians and Singers,-0.760204,-1.23626,-0.125737,38350,0.13881
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,-0.840079,-0.216723,0.382386,23880,0.0255954
27-3023.00,"News Analysts, Reporters, and Journalists",-0.939441,-0.153472,0.38242,41550,0.200689
27-3031.00,Public Relations Specialists,-1.41623,0.323883,0.699869,280590,0.0921406
27-3041.00,Editors,-1.25051,0.240719,-0.169282,95480,0.046222
27-3042.00,Technical Writers,-1.33926,-0.17955,-1.1338,55530,0.0611026
27-3043.00,Writers and Authors,-1.73698,-0.805886,0.396679,47800,0.0597819
27-3043.05,"Poets, Lyricists and Creative Writers",-2.12253,-0.990473,-1.32983,47800,0.0597819
27-3091.00,Interpreters and Translators,-0.8955,-0.303633,0.883081,53360,0.149847
27-3092.00,Court Reporters and Simultaneous Captioners,-1.29528,-1.38109,-0.594709,12630,0.178418
27-4011.00,Audio and Video Technicians,0.310942,0.424753,-0.60837,70080,0.138814
27-4012.00,Broadcast Technicians,0.369495,0.492285,-1.05303,21080,0.138814
27-4014.00,Sound Engineering Technicians,-0.045898,0.33451,-0.713529,13050,0.138814
27-4021.00,Photographers,0.0230142,-0.00122791,0.20095,51230,0.159757
27-4031.00,"Camera Operators, Television, Video, and Film",0.454784,-0.193405,0.20586,24460,0.0755104
27-4032.00,Film and Video Editors,-0.827573,0.241398,-0.670551,28860,0.0755104
29-1011.00,Chiropractors,-0.275632,0.382811,1.33065,37630,0.00794759
29-1021.00,"Dentists, General",0.905305,1.46492,1.2595,113490,0.039009
29-1022.00,Oral and Maxillofacial Surgeons,0.660896,1.32171,1.20701,5330,0.039009
29-1023.00,Orthodontists,0.0446281,0.985015,0.768264,5150,0.039009
29-1024.00,Prosthodontists,0.625559,1.07522,0.964161,760,0.039009
29-1031.00,Dietitians and Nutritionists,-1.12802,0.606374,0.628235,76570,0.15055
29-1041.00,Optometrists,-0.210328,1.02135,1.01344,41890,0
29-1051.00,Pharmacists,-0.2598,0.695378,0.908274,328870,0.0348208
29-1071.00,Physician Assistants,-0.0362169,1.02334,1.79169,155540,0.0790697
29-1071.01,Anesthesiologist Assistants,0.738027,0.431276,0.649589,155540,0.0790697
29-1081.00,Podiatrists,0.0217324,1.15342,0.821534,9520,0
29-1122.00,Occupational Therapists,-0.255045,0.475032,1.80163,152280,0.158484
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",-0.355313,-0.0482116,1.2163,152280,0.158484
29-1123.00,Physical Therapists,0.0179251,0.309784,1.97373,248630,0.0716077
29-1124.00,Radiation Therapists,0.885029,0.582362,0.771607,18700,0.040977
29-1125.00,Recreational Therapists,-0.156499,0.0497806,2.16534,15060,0
29-1126.00,Respiratory Therapists,0.679699,0.443762,1.1553,136420,0.094124
29-1127.00,Speech-Language Pathologists,-0.845586,0.590719,1.16157,178790,0.298017
29-1128.00,Exercise Physiologists,-0.371722,0.135897,1.15248,8110,0.0602463
29-1129.01,Art Therapists,-0.757086,0.127702,1.65919,19320,0.0602463
29-1129.02,Music Therapists,-0.544527,-0.0796713,1.88403,19320,0.0602463
29-1131.00,Veterinarians,0.309179,0.776003,0.950881,80630,0.0528202
29-1141.00,Registered Nurses,0.444188,0.852134,1.84385,3282010,0.197423
29-1141.01,Acute Care Nurses,0.495497,0.928757,2.0615,3282010,0.197423
29-1141.02,Advanced Practice Psychiatric Nurses,-0.742766,0.95453,1.66277,3282010,0.197423
29-1141.03,Critical Care Nurses,0.778667,1.05204,1.89797,3282010,0.197423
29-1141.04,Clinical Nurse Specialists,0.0475181,1.13941,1.68566,3282010,0.197423
29-1151.00,Nurse Anesthetists,0.913361,1.62657,1.29984,50350,0
29-1161.00,Nurse Midwives,0.0617621,0.834305,2.02217,8280,0.076478
29-1171.00,Nurse Practitioners,0.133453,1.13428,1.64333,307390,0.076478
29-1181.00,Audiologists,-0.22524,1.02262,1.08621,14730,0.0908176
29-1211.00,Anesthesiologists,0.656242,1.42263,0.726154,41890,0.0746879
29-1213.00,Dermatologists,-0.351288,0.712368,1.12582,10080,0.0746879
29-1214.00,Emergency Medicine Physicians,0.549593,1.40124,2.27264,33680,0.0746879
29-1215.00,Family Medicine Physicians,-0.746389,0.666783,1.36857,107950,0.0746879
29-1216.00,General Internal Medicine Physicians,-0.236209,1.10874,1.09913,66640,0.0746879
29-1217.00,Neurologists,-0.37919,1.64859,1.0104,7700,0.0746879
29-1218.00,Obstetricians and Gynecologists,0.0972701,1.28731,1.55762,19900,0.0746879
29-1221.00,"Pediatricians, General",-0.518065,0.728938,1.60556,42960,0.0746879
29-1222.00,"Physicians, Pathologists",-0.225839,1.33162,-0.312729,11800,0.0746879
29-1223.00,Psychiatrists,-0.917588,0.849286,1.74633,24800,0.0746879
29-1224.00,Radiologists,0.155237,1.45463,0.370222,26290,0.0746879
29-1229.01,Allergists and Immunologists,-0.48774,1.15732,1.01149,315360,0.0746879
29-1229.02,Hospitalists,-0.138901,1.13732,1.88171,315360,0.0746879
29-1229.03,Urologists,0.588985,1.76893,1.42734,315360,0.0746879
29-1229.04,Physical Medicine and Rehabilitation Physicians,0.0651063,1.31857,1.6211,315360,0.0746879
29-1229.05,Preventive Medicine Physicians,-0.502331,1.69192,0.946035,315360,0.0746879
29-1229.06,Sports Medicine Physicians,0.300868,1.3727,1.18332,315360,0.0746879
29-1241.00,"Ophthalmologists, Except Pediatric",0.5179,1.64963,1.04641,12110,0.0673269
29-1291.00,Acupuncturists,-0.868746,-0.566419,0.91227,8440,0
29-1292.00,Dental Hygienists,-0.00919733,-0.474947,0.727077,219070,0.035038
29-1299.01,Naturopathic Physicians,-0.820404,0.766042,0.993618,30870,0.152573
29-1299.02,Orthoptists,-0.826566,0.000419961,0.591533,30870,0.152573
29-2011.00,Medical and Clinical Laboratory Technologists,0.613418,1.00839,-0.206432,55130,0.0505828
29-2011.01,Cytogenetic Technologists,-0.212312,0.49053,-1.24734,55130,0.0505828
29-2011.02,Cytotechnologists,-0.493107,-0.327341,-1.01188,55130,0.0505828
29-2011.04,Histotechnologists,0.248435,-0.156719,-0.769317,55130,0.0505828
29-2012.00,Medical and Clinical Laboratory Technicians,0.274141,0.233999,-0.422937,55130,0.0505828
29-2012.01,Histology Technicians,0.121917,-0.54498,-0.884792,55130,0.0505828
29-2031.00,Cardiovascular Technologists and Technicians,0.310472,0.0542419,0.649956,61180,0.227497
29-2032.00,Diagnostic Medical Sonographers,0.244812,0.067837,0.78057,86460,0.193967
29-2033.00,Nuclear Medicine Technologists,0.279055,0.402315,0.530041,16960,0.142957
29-2034.00,Radiologic Technologists and Technicians,0.550258,-0.22535,1.16989,223460,0.0974958
29-2035.00,Magnetic Resonance Imaging Technologists,0.37229,0.225768,0.496902,41530,0.145357
29-2036.00,Medical Dosimetrists,-0.520312,0.996243,-1.13076,3970,0.142957
29-2051.00,Dietetic Technicians,0.3859,0.1245,1.26982,29950,0.123477
29-2052.00,Pharmacy Technicians,-0.140017,-0.317414,0.777668,487920,0.110813
29-2053.00,Psychiatric Technicians,-0.30955,-0.582733,2.00177,136300,0.0995109
29-2055.00,Surgical Technologists,0.877522,0.0870673,0.637725,113890,0.132258
29-2056.00,Veterinary Technologists and Technicians,0.650061,0.160337,0.867104,131320,0.067858
29-2057.00,Ophthalmic Medical Technicians,-0.563959,-0.894531,0.591743,76520,0.123477
29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.222857,0.0383976,1.90208,632430,0.140759
29-2081.00,"Opticians, Dispensing",-0.083716,0.500783,0.64716,79690,0.0805243
29-2091.00,Orthotists and Prosthetists,0.546651,1.05476,0.550378,9930,0.128995
29-2092.00,Hearing Aid Specialists,-0.442507,0.111304,0.392544,10580,0.128995
29-2099.01,Neurodiagnostic Technologists,0.337613,0.449024,0.761061,174060,0.128995
29-2099.05,Ophthalmic Medical Technologists,-0.380785,-0.377537,0.785382,174060,0.128995
29-2099.08,Patient Representatives,-0.803209,-0.0605567,1.56269,174060,0.128995
29-9091.00,Athletic Trainers,0.152384,0.121175,1.62652,28950,0.0505697
29-9092.00,Genetic Counselors,-1.54463,0.106974,0.521744,3510,0.0505697
29-9093.00,Surgical Assistants,0.978531,0.455632,0.945825,22860,0.0505697
29-9099.01,Midwives,-0.142512,0.438496,1.49625,36970,0.0505697
31-1121.00,Home Health Aides,-0.153768,-0.909504,1.15306,55130,0.0505828
31-1122.00,Personal Care Aides,0.162903,-0.832763,1.75424,55130,0.0505828
31-1131.00,Nursing Assistants,0.0462093,-1.28913,1.76698,1388430,0.0941878
31-1132.00,Orderlies,0.155458,-2.01375,1.59866,53020,0.138956
31-1133.00,Psychiatric Aides,0.138644,-0.682085,2.08426,34900,0.138956
31-2011.00,Occupational Therapy Assistants,0.0670644,-0.294285,2.07225,47910,0.0777556
31-2012.00,Occupational Therapy Aides,-0.030695,-0.79153,2.00049,5000,0.0777556
31-2021.00,Physical Therapist Assistants,0.0889265,-0.223288,1.60728,108010,0.00978908
31-2022.00,Physical Therapist Aides,-0.259094,-1.18732,1.30372,44010,0.00978908
31-9011.00,Massage Therapists,-0.771901,-1.62478,1.02072,96040,0
31-9091.00,Dental Assistants,0.300858,-0.345249,1.02853,375430,0.047349
31-9092.00,Medical Assistants,-0.0622825,0.123767,1.29631,793460,0.087973
31-9093.00,Medical Equipment Preparers,0.979824,-0.15413,0.308599,72760,0.16239
31-9094.00,Medical Transcriptionists,-1.24827,-1.20429,-0.298266,43070,0
31-9095.00,Pharmacy Aides,-0.384993,-0.995868,0.752359,41100,0.175631
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.38318,-0.740768,0.927902,114190,0.021386
31-9097.00,Phlebotomists,0.396598,-0.250951,1.50137,138880,0.0341832
31-9099.01,Speech-Language Pathology Assistants,-1.1777,-0.657254,0.499691,103650,0.16239
31-9099.02,Endoscopy Technicians,0.659723,-0.245511,0.748578,103650,0.16239
33-1011.00,First-Line Supervisors of Correctional Officers,0.843109,0.610509,2.71594,53390,0.328979
33-1012.00,First-Line Supervisors of Police and Detectives,0.998127,1.04905,2.31659,153130,0.542607
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,1.98026,1.4266,2.00823,93680,0.429188
33-1091.00,First-Line Supervisors of Security Workers,0.73927,0.804021,1.85821,70310,0.126864
33-2011.00,Firefighters,2.30398,0.798927,1.6826,332240,0.682549
33-2021.00,Fire Inspectors and Investigators,0.868635,0.786077,1.04557,14050,0.562899
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.37841,0.913864,1.15202,2780,0.562899
33-3011.00,Bailiffs,-0.191362,-0.981314,1.71982,16910,0.457976
33-3012.00,Correctional Officers and Jailers,0.936279,0.0602346,2.44454,365380,0.380632
33-3021.00,Detectives and Criminal Investigators,0.843479,0.959654,1.92543,110790,0.333512
33-3021.02,Police Identification and Records Officers,0.230904,0.243483,0.299938,110790,0.333512
33-3021.06,Intelligence Analysts,-1.18688,0.614393,-0.368682,110790,0.333512
33-3031.00,Fish and Game Wardens,1.08618,0.746695,1.48045,6420,0.1118
33-3041.00,Parking Enforcement Workers,0.378709,-0.900506,1.15935,7770,0.1118
33-3051.00,Police and Sheriff's Patrol Officers,1.36288,0.730821,2.67123,666990,0.541023
33-3051.04,Customs and Border Protection Officers,0.777935,0.55093,1.64814,666990,0.541023
33-3052.00,Transit and Railroad Police,1.25687,0.562245,2.16093,3000,0.541023
33-9011.00,Animal Control Workers,0.740889,-0.220617,2.10958,11790,0.672026
33-9021.00,Private Detectives and Investigators,-0.470985,0.381343,0.211995,38700,0.108019
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,-0.0616331,0.125044,0.471218,10000,0.113344
33-9032.00,Security Guards,0.389947,-0.285854,2.04902,1241770,0.113344
33-9091.00,Crossing Guards and Flaggers,-0.476225,-2.62548,0.701927,90180,0.225426
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.309663,-1.33006,1.70477,143590,0.0797283
33-9093.00,Transportation Security Screeners,0.575688,-0.947418,1.20524,46340,0.418426
33-9099.02,Retail Loss Prevention Specialists,-0.0112151,-0.0571038,1.28624,83110,0.0797283
35-1011.00,Chefs and Head Cooks,0.942319,0.658806,1.33481,182320,0.0353597
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,0.00771595,-0.184935,1.17826,1187460,0.0673008
35-2011.00,"Cooks, Fast Food",-0.888508,-2.43551,0.085916,668230,0.0483949
35-2012.00,"Cooks, Institution and Cafeteria",0.0971007,-1.01668,0.604516,448260,0.0483949
35-2013.00,"Cooks, Private Household",-0.382476,-1.13541,-0.3782,900,0.0483949
35-2014.00,"Cooks, Restaurant",-0.343051,-2.28796,-0.506171,1452130,0.0483949
35-2015.00,"Cooks, Short Order",-0.37127,-1.94775,-0.249389,150420,0.0483949
35-2021.00,Food Preparation Workers,-0.68602,-2.39695,-0.202813,888770,0.067176
35-3011.00,Bartenders,-0.342876,-1.18314,1.06015,745610,0.0283446
35-3023.00,Fast Food and Counter Workers,-0.769333,-2.5871,0.646041,3780930,0.0378301
35-3023.01,Baristas,-0.207048,-1.75474,0.774526,3780930,0.0378301
35-3031.00,Waiters and Waitresses,-0.699231,-2.15532,0.934734,2302690,0.0278929
35-3041.00,"Food Servers, Nonrestaurant",-0.245583,-1.7837,0.921978,271780,0.110896
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,-0.50498,-2.47468,0.946467,522010,0.0579319
35-9021.00,Dishwashers,-0.555709,-2.83398,-0.367983,471670,0.0611254
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",-0.923646,-2.24636,1.03067,427150,0.000642985
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.376588,-0.140151,1.07287,174660,0.0802785
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.50958,0.82622,1.13716,124130,0.0474184
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",-0.0877423,-1.84925,0.278732,2199900,0.14177
37-2012.00,Maids and Housekeeping Cleaners,-0.547998,-2.51656,0.292015,854910,0.0689344
37-2021.00,Pest Control Workers,1.02533,-0.17966,0.583689,96110,0
37-3011.00,Landscaping and Groundskeeping Workers,0.667042,-1.92394,-0.26431,943430,0.0465029
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.934263,-0.561746,0.220084,25200,0.0214603
37-3013.00,Tree Trimmers and Pruners,1.63006,-0.764505,0.188995,47870,0.151778
39-1013.00,First-Line Supervisors of Gambling Services Workers,0.0111478,-0.272969,1.21859,25530,0.0276698
39-1022.00,First-Line Supervisors of Personal Service Workers,-0.0701477,0.14591,1.67441,107060,0.0276698
39-2011.00,Animal Trainers,0.31559,-0.570249,1.03276,20110,0
39-2021.00,Animal Caretakers,-0.0639636,-1.49095,0.811845,277300,0.0222433
39-3011.00,Gambling Dealers,-0.901775,-2.18721,0.407928,82980,0.194546
39-3012.00,Gambling and Sports Book Writers and Runners,-0.877297,-1.72598,0.147407,7600,0.194546
39-3021.00,Motion Picture Projectionists,-0.283004,-1.62956,-0.914447,1950,0.0594699
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",-0.953118,-2.32642,0.676939,119210,0.0908953
39-3091.00,Amusement and Recreation Attendants,-0.633291,-2.09972,0.830704,371590,0.0594699
39-3092.00,Costume Attendants,-0.367464,-1.17163,0.0989326,6290,0.0594699
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",-1.41654,-3.10106,0.608569,14960,0.0594699
39-4011.00,Embalmers,0.484285,-0.213114,1.0867,3420,0
39-4021.00,Funeral Attendants,-0.737284,-1.9616,0.389299,30560,0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0.18465,0.173309,1.59054,25700,0
39-5011.00,Barbers,-0.550387,-1.79737,-0.034126,18100,0.0227159
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",-0.319171,-0.812624,0.479608,295460,0.00951198
39-5091.00,"Makeup Artists, Theatrical and Performance",0.0479166,-0.207377,0.574416,3320,0.0162817
39-5092.00,Manicurists and Pedicurists,-1.27808,-2.43507,-0.651012,147820,0.00262034
39-5093.00,Shampooers,-0.811605,-2.13979,0.33694,8890,0.0162817
39-5094.00,Skincare Specialists,-0.340335,-0.566808,0.953757,70240,0.028171
39-6011.00,Baggage Porters and Bellhops,0.287982,-1.38686,1.43809,31220,0.280818
39-6012.00,Concierges,-1.10937,-0.847572,1.33202,44200,0.280818
39-7011.00,Tour Guides and Escorts,-1.13892,-1.55099,0.536586,55130,0.0505828
39-7012.00,Travel Guides,-0.168054,-0.244188,1.07813,55130,0.0505828
39-9011.00,Childcare Workers,-0.555548,-1.25469,1.11439,520180,0.0686497
39-9011.01,Nannies,-0.138466,-0.99319,1.68117,520180,0.0686497
39-9031.00,Exercise Trainers and Group Fitness Instructors,-0.2188,-1.3802,1.56984,303620,0.0125027
39-9032.00,Recreation Workers,-0.210241,-0.0246526,1.70781,309640,0.025756
39-9041.00,Residential Advisors,-0.374809,-0.325528,1.99513,82810,0.0430786
41-1011.00,First-Line Supervisors of Retail Sales Workers,-0.419132,-0.2398,1.19751,1113160,0.0373058
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,-0.53857,0.799578,0.66549,219010,0.0352655
41-2011.00,Cashiers,-1.00454,-2.26321,0.399842,3148030,0.0437062
41-2012.00,Gambling Change Persons and Booth Cashiers,-0.322967,-1.36369,0.631847,21930,0.0437062
41-2021.00,Counter and Rental Clerks,-0.41197,-0.958608,0.626862,398620,0.0115708
41-2022.00,Parts Salespersons,0.329776,-0.0193424,0.893359,265060,0.0473281
41-2031.00,Retail Salespersons,-0.74239,-1.09069,0.891434,3800250,0.0207855
41-3011.00,Advertising Sales Agents,-1.21103,-0.107518,0.26153,97470,0
41-3021.00,Insurance Sales Agents,-1.40578,-0.434543,0.0426544,469480,0.0142284
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",-1.33674,0.245787,-0.285509,472300,0.0140433
41-3041.00,Travel Agents,-1.43221,-0.478851,0.0235816,59150,0.0312101
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",-1.18537,-0.350757,-0.0332943,293930,0.0337259
41-4011.07,Solar Sales Representatives and Assessors,-0.833558,0.182802,-0.484687,293930,0.0337259
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",-0.823125,-0.386099,0.480261,1266860,0.0337259
41-9011.00,Demonstrators and Product Promoters,-0.784454,-1.46264,0.793675,64770,0.0459966
41-9012.00,Models,-1.7801,-3.5782,-0.700563,5350,0.0459966
41-9021.00,Real Estate Brokers,-1.1522,-0.00544605,0.358516,49590,0.0486336
41-9022.00,Real Estate Sales Agents,-0.520404,0.212531,1.07295,190600,0.0486336
41-9031.00,Sales Engineers,-1.04412,0.940824,-0.841674,56690,0
41-9041.00,Telemarketers,-1.72381,-1.58747,0.239113,66430,0
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",-1.78386,-1.6922,0.534948,4590,0.0453822
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,-0.66573,0.733233,0.583783,1495580,0.0628578
43-2011.00,"Switchboard Operators, Including Answering Service",-1.39445,-1.72016,0.484545,35730,0.0185985
43-2021.00,Telephone Operators,-1.25505,-1.56456,0.398233,3950,0.197746
43-3011.00,Bill and Account Collectors,-1.53172,-1.11873,0.0171179,165020,0.0599259
43-3021.00,Billing and Posting Clerks,-1.39409,-0.907129,-0.740078,417500,0.0294487
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",-1.40887,-0.849106,-0.693915,1455770,0.03948
43-3041.00,Gambling Cage Workers,-0.761157,-1.24506,0.312701,13490,0.0561662
43-3051.00,Payroll and Timekeeping Clerks,-1.56514,-0.789614,-0.9337,156950,0.125817
43-3061.00,Procurement Clerks,-1.1133,-0.141228,-0.286668,59900,0
43-3071.00,Tellers,-0.623681,-0.737561,0.670399,339340,0.0379595
43-4011.00,Brokerage Clerks,-1.46702,-0.624675,-0.678016,40090,0.0990164
43-4021.00,Correspondence Clerks,-1.42953,-0.618149,-0.363468,6260,0.0567541
43-4031.00,"Court, Municipal, and License Clerks",-1.17378,-0.700498,0.214121,170010,0.330763
43-4041.00,"Credit Authorizers, Checkers, and Clerks",-1.25857,-0.616593,0.228533,11960,0
43-4051.00,Customer Service Representatives,-1.09828,-0.571663,0.589403,2725930,0.048277
43-4061.00,"Eligibility Interviewers, Government Programs",-1.46992,-0.511614,0.314935,156260,0.430842
43-4071.00,File Clerks,-0.768225,-0.336996,0.319532,78980,0.109753
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",-0.900329,-0.893618,1.04262,261430,0.0768258
43-4111.00,"Interviewers, Except Eligibility and Loan",-0.977638,-0.455855,1.26201,157310,0.0777869
43-4121.00,"Library Assistants, Clerical",-0.944322,-1.46635,0.694565,80070,0.220325
43-4131.00,Loan Interviewers and Clerks,-1.25387,0.0281896,-0.233852,173100,0
43-4141.00,New Accounts Clerks,-1.26734,-0.913565,0.330872,38030,0
43-4151.00,Order Clerks,-0.746625,-0.109179,0.0390397,83420,0.0567541
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",-1.26382,-0.387142,0.497972,92580,0.0779822
43-4171.00,Receptionists and Information Clerks,-1.36967,-1.38504,0.597055,964530,0.0447155
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,-0.439188,-0.588962,1.26115,127440,0.287821
43-5011.00,Cargo and Freight Agents,-0.240965,-0.578991,0.0526402,97800,0.240116
43-5011.01,Freight Forwarders,-0.245189,0.699355,0.493075,97800,0.240116
43-5021.00,Couriers and Messengers,0.00371174,-1.72576,0.271081,71920,0.104179
43-5031.00,Public Safety Telecommunicators,-0.192074,0.385958,1.68171,101140,0.329663
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",-0.55909,-0.0979648,0.963527,211000,0.132663
43-5041.00,"Meter Readers, Utilities",0.800903,-1.05204,0.0206577,19620,0.20043
43-5051.00,Postal Service Clerks,-0.235494,-1.10133,0.520492,78060,0.760625
43-5052.00,Postal Service Mail Carriers,-0.241529,-2.46803,0.144459,336040,0.747038
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",-0.223182,-2.06,-0.419382,111930,0.604128
43-5061.00,"Production, Planning, and Expediting Clerks",-0.580617,-0.273798,-0.771863,385000,0.089562
43-5071.00,"Shipping, Receiving, and Inventory Clerks",0.229288,-0.744142,0.0770662,857630,0.102498
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.393199,-0.396356,-0.120088,49720,0.0369668
43-6011.00,Executive Secretaries and Executive Administrative Assistants,-1.22801,-0.144591,0.134466,472770,0.0412078
43-6012.00,Legal Secretaries and Administrative Assistants,-1.3314,-0.74456,-0.00371533,154540,0.0512299
43-6013.00,Medical Secretaries and Administrative Assistants,-1.28193,-0.821164,0.770679,830760,0.035569
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",-1.39949,-0.885873,0.256395,1737820,0.0861043
43-9021.00,Data Entry Keyers,-0.893623,-0.777223,-0.295547,135280,0.0268684
43-9022.00,Word Processors and Typists,-1.29184,-1.29234,-0.535931,36030,0.164252
43-9031.00,Desktop Publishers,-0.885098,-0.165626,-1.18493,4000,0.102097
43-9041.00,Insurance Claims and Policy Processing Clerks,-1.44275,-0.938089,-0.459278,229070,0.0523152
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",-0.251179,-1.60713,-0.02839,62730,0.058994
43-9061.00,"Office Clerks, General",-1.27772,-1.15904,-0.0120896,2510550,0.114494
43-9071.00,"Office Machine Operators, Except Computer",-0.410209,-1.155,-0.943912,24740,0
43-9081.00,Proofreaders and Copy Markers,-1.96043,-1.85824,-1.33474,5160,0.110927
